label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
2	781 m^3	0.8504	Modesto	Santa Ana, Irvine, Sacramento	Fabrice	0.208	178	-27	1011 N	Lise	1101
1	29 m^3	0.0575	None	Anaheim, Bakersfield, Santa Clarita	Andrew	0.6292	803	546	312 N	Lise	544
0	1003 m^3	0.7159	Anaheim	sTOCKTON, fRESNO	Vani	0.6016	310	59	676 N	Reilly	412
4	41 m^3	0.7831	San Bernardino	Los Angeles	Tony	0.1675	754	632	161 N	Michael	797
4	351 m^3	0.5628	San Bernardino	San Francisco	Chris	0.256	776	739	56 N	Tony	838
1	6 m^3	-0.0977	San Diego	San Diego, Anaheim, Modesto, Bakersfield	Fabrice	0.8647	1090	637	361 N	Inan	281
0	814 m^3	0.5163	Stockton	Fresno	Michael	0.2753	613	208	859 N	Vani	62
4	286 m^3	0.807	San Bernardino	Riverside	Chris	0.198	542	803	135 N	Michael	1056
2	658 m^3	0.8551	Santa Ana	Irvine	Fabrice	0.5467	209	101	772 N	Lise	850
1	-42 m^3	0.0719	Santa Clarita	Santa Clarita, Bakersfield, Anaheim, Modesto	Andrew	0.7857	695	407	282 N	Inan	404
3	583 m^3	0.3337	Irvine	sAN jOSE, fRESNO	Vani	0.87	807	316	287 N	Chris	-8
2	894 m^3	0.9472	Santa Clarita	Sacramento	Fabrice	0.4987	427	-207	887 N	Lise	676
5	686 m^3	0.4654	San Francisco	Los Angeles	Sam	0.2663	238	1058	522 N	eriq	422
2	997 m^3	0.6379	Santa Ana	Santa Ana, Irvine	Fabrice	0.3953	-155	217	748 N	Eriq	879
0	982 m^3	0.4583	Anaheim	Fresno, San Jose	Eriq	0.559	328	417	869 N	Andrew	224
1	38 m^3	0.1294	NULL	Santa Clarita	n/a	0.79	838	526	386 N	Inan	199
1	-8 m^3	0.0232	Long Beach	Santa Clarita, San Diego, Anaheim, Modesto	Inan	1.0175	1051	529	184 N	Sam	555
2	799 m^3	0.6665	Santa Ana	Fremont	Reilly	0.556	240	39	774 N	Lise	781
5	538 m^3	0.5032	Riverside	San Francisco	Sam	0.3212	59	901	547 N	Eriq	468
2	901 m^3	0.9617	Modesto	Sacramento	Fabrice	0.5819	261	182	711 N	Lise	850
3	917 m^3	0.4417	Fremont	Riverside	Vani	0.9803	n/a	550	376 N	Chris	167
3	726 m^3	0.2114	Irvine	Anaheim, Modesto	Vani	0.9149	767	482	594 N	Chris	297
2	943 m^3	0.7688	Los Angeles	Fremont, Sacramento	Fabrice	0.6392	443	259	746 N	lise	1003
1	209 m^3	-0.0501	None	Anaheim, Bakersfield	Inan	0.7256	1048	472	240 N	Sam	158
4	317 m^3	0.876	Fresno	Los Angeles	Lise	0.1902	430	686	162 N	tONY	827
0	1412 m^3	0.7691	stockton	Fresno, Stockton	Eriq	0.427	547	96	859 N	Lise	244
5	338 m^3	0.4631	Oakland	San Francisco	Sam	0.2021	483	829	406 N	Eriq	705
3	451 m^3	0.2402	Irvine	San Bernardino	Vani	1.0102	893	533	None	Chris	221
3	607 m^3	0.1447	Fremont	Oakland	Vani	1.1277	856	336	650 N	Chris	74
4	278 m^3	0.7268	Fresno	Los Angeles	Lise	0.2901	469	736	-143 N	Michael	770
4	369 m^3	0.7398	San Jose	Riverside	Lise	0.0197	576	828	202 N	Tony	896
3	573 m^3	0.2898	Irvine	Chula Vista, Long Beach, Moreno Valley, San Bernardino	Vani	0.9472	519	428	317 N	Chris	166
5	629 m^3	0.3795	Los Angeles	San Francisco	Sam	0.1569	-17	771	484 N	Eriq	606
3	914 m^3	0.2752	Fremont	N/A	Vani	0.8656	827	418	456 N	Chris	149
3	476 m^3	0.2814	Irvine	Long Beach, Oakland, San Bernardino, Moreno Valley	Vani	0.9566	792	490	450 N	Chris	302
2	887 m^3	0.8546	Riverside	Irvine	Fabrice	0.1812	181	120	949 N	Lise	818
4	161 m^3	0.7495	Fresno	lOS aNGELES	Chris	0.2266	733	669	36 N	Tony	788
4	330 m^3	0.8274	San Jose	Los Angeles	Chris	0.1531	705	879	184 N	Michael	748
4	245 m^3	0.6835	San Jose	Fresno, San Jose	Lise		567	755	82 N	Michael	967
5	343 m^3	0.3159	San Francisco	San Francisco	Sam	0.4378	-109	1334	337 N	Eriq	521
2	685 m^3	0.8506	Modesto	Fremont, Santa Ana, Irvine	Fabrice	0.7902	-17	35	489 N	Lise	588
5	331 m^3	0.4665	Moreno Valley	San Francisco	sam	0.3029	59	871	457 N	Eriq	485
3	788 m^3	0.3622	Fremont	Chula Vista	Vani	0.9248	905	318	614 N	Chris	135
0	634 m^3	0.4884	San Bernardino	Stockton, Fresno	Eriq	0.3547	836	62	612 N	Fabrice	348
5	363 m^3	0.4573	Riverside	San Francisco	Sam	0.3275	463	851	215 N	Eriq	818
0	921 m^3	0.7457	San Diego	Fresno	Lise	N/A	298	182	1004 N	Fabrice	434
3	716 m^3	0.528	Irvine	Long Beach, Chula Vista	vani	0.8261	896	410	404 N	Chris	88
0	997 m^3	0.5689	sacramento	Fresno, San Jose	Michael	0.5244	528	303	1061 N	Fabrice	20
4	595 m^3	0.9266	Modesto	Riverside	Inan	0.3396	501	747	60 N	Michael	737
0	949 m^3	0.5612	San Diego	Stockton, Fresno	Michael	0.4041	823	147	872 N	Reilly	203
0	1274 m^3	0.6262	Sacramento	Fresno	Michael	0.466	433	412	765 N	Fabrice	24
0	1140 m^3	0.6786	Sacramento	Stockton	Michael	0.3808	513	415	784 N	Andrew	19
4	139 m^3	0.8929	Fresno	Los Angeles	Lise	0.162	636	759	290 N	Tony	907
0	723 m^3	0.4999	sAN dIEGO	SAN JOSE, FRESNO	Michael	0.3041	724	79	758 N	Fabrice	186
4	225 m^3	0.7825	San Jose	Riverside	Tony	0.0534	621	735	-25 N	Tony	986
1	197 m^3	-0.0765	Chula Vista	N/A	Andrew	0.8817	1118	None	391 N	Inan	358
1	172 m^3	-0.0791	Long Beach	San Francisco	Inan	1.0185	902	515	267 N	Sam	464
2	1022 m^3	0.9234	Santa Ana	Irvine, Sacramento, Santa Ana	Reilly	0.6744	236	-122	857 N	Chris	985
1	-79 m^3	-0.1213	Chula Vista	Bakersfield, Anaheim, Santa Clarita, San Diego	Inan	0.6257	1319	728	341 N	Sam	384
0	1074 m^3	0.6075	Stockton	Fresno	Michael	0.3801	129	191	908 N	Fabrice	397
4	225 m^3	0.628	San Jose	Los Angeles	Tony	-0.0264	368	700	48 N	Tony	880
3	490 m^3	0.4015	Fremont	Fremont	Vani	0.9154	712	359	665 N	Chris	66
5	499 m^3	0.4774	Riverside	San Francisco	Sam	0.6676	522	914	463 N	Eriq	711
4	298 m^3	0.7565	San Jose	Riverside	Lise	0.018	482	608	204 N	Michael	1086
2	728 m^3	0.9597	Los Angeles	Riverside	Fabrice	0.6635	159	61	690 N	Inan	950
1	-161 m^3	-0.0821	Bakersfield	Santa Clarita, Modesto	Andrew	0.546	847	736	510 N	Inan	289
4	-13 m^3	0.7435	San Bernardino	riverside	Lise	0.2526	288	740	114 N	Tony	822
0	803 m^3	0.5616	San Bernardino	San Jose	Eriq	0.4452	528	298	367 N	Andrew	268
5	355 m^3	0.3786	San Francisco	San Francisco	Sam	0.5868	306	939	342 N	Eriq	628
4	122 m^3	0.7342	Fresno	Riverside	Tony	0.2333	357	752	100 N	Tony	839
2	770 m^3	0.8874	Los Angeles	Santa Ana, Fremont, Sacramento	Fabrice	0.5666	263	155	701 N	Lise	977
5	465 m^3	0.3762	Oakland	San Francisco	Sam	0.4447	246	1152	366 N	Eriq	570
3	801 m^3	0.433	Fremont	Long Beach, San Bernardino, Moreno Valley	Vani	1.0415	966	363	422 N	Chris	279
3	892 m^3	0.2197	Irvine	Long Beach, Oakland, Chula Vista	Vani	1.0427	931	393	322 N	Chris	294
1	243 m^3	-0.0055	Oakland	Irvine	Andrew	0.7685	758	722	328 N	Sam	353
5	515 m^3	0.5108	Moreno Valley	San Francisco	Reilly	0.1648	-61	926	614 N	Eriq	713
5	384 m^3	0.2788	San Francisco	San Francisco	Chris	0.3479	-115	946	546 N	Eriq	641
1	25 m^3	-0.1038	Fresno	Anaheim	andrew	1.0466	694	561	303 N	Inan	443
5	397 m^3	0.355	Riverside	San Francisco	Sam	0.4485	-90	890	367 N	Eriq	643
5	383 m^3	0.3907	San Francisco	San Francisco	Sam	0.7043	226	779	306 N	Eriq	656
4	466 m^3	0.7395	San Jose	Los Angeles	Lise	0.1525	200	897	179 N	tony	950
4	92 m^3	0.7636	San Bernardino	San Diego, Bakersfield, Modesto, Santa Clarita	Chris	0.1856	531	980	-12 N	Michael	823
2	786 m^3	0.878	Santa Ana	Irvine	reilly	0.3832	362	73	970 N	Lise	980
5	582 m^3	0.3255	Riverside	San Francisco	sam	0.6223	173	960	506 N	Eriq	592
5	655 m^3	0.5278	San Francisco	San Francisco	Inan	0.226	102	1030	267 N	Eriq	505
5	458 m^3	0.2758	MORENO VALLEY	San Francisco	Sam	0.7088	151	765	309 N	Eriq	536
5	426 m^3	0.2721	Oakland	San Francisco	Sam	0.4794	83	960	485 N	Eriq	532
0	1087 m^3	0.5438	Sacramento	San Jose	Eriq	0.562	406	415	817 N	Fabrice	335
4	298 m^3	0.836	San Bernardino	Los Angeles	Sam	0.0939	616	949	8 N	Michael	680
5	557 m^3	0.4267	rIVERSIDE	San Francisco	Sam	0.6297	132	685	319 N	Eriq	776
4	92 m^3	0.5516	San Bernardino	Los Angeles	Tony	-0.0659	298	853	-205 N	Tony	986
5	158 m^3	0.372	San Jose	San Francisco	Sam	0.2869	-333	899	413 N	Eriq	477
3	569 m^3	0.1482	Fremont	San Bernardino	Vani	0.7837	693	467	429 N	Chris	-8
4	58 m^3	0.7415	Fresno	Riverside	Lise	0.2416	549	608	95 N	Tony	696
1	43 m^3	-0.2381	Long Beach	Bakersfield	Andrew	0.7285	786	675	177 N	Sam	361
2	787 m^3	0.9301	Los Angeles	Stockton	Reilly	0.6671	317	167	880 N	Lise	1025
4	67 m^3	0.9414	San Jose	Los Angeles	Lise	0.4061	647	831	-15 N	Tony	804
4	261 m^3	0.7094	San Jose	Los Angeles	Tony	0.1628	656	1052	313 N	Michael	774
5	520 m^3	0.3527	Oakland	San Francisco	Sam	0.6379	134	867	357 N	Eriq	547
3	493 m^3	0.5288	Fremont	San Bernardino, Long Beach	Vani	1.0187	697	200	524 N	Chris	252
4	138 m^3	0.7985	San Jose	Riverside	Chris	0.089	311	585	224 N	Tony	863
4	119 m^3	0.769	San Jose	Los Angeles	Lise	-0.0423	None	1036	-48 N	Michael	803
4	206 m^3	0.7403	Fresno	Riverside	Lise	0.092	213	627	425 N	Michael	906
5	503 m^3	0.0638	Fremont	N/A	Sam	0.4996	-330	1092	541 N	Vani	569
1	-39 m^3	0.0357	Long Beach	Santa Ana	Inan	0.8711	893	527	6 N	Inan	341
4	141 m^3	0.7789	Fresno	Los Angeles	cHRIS	0.0372	359	825	140 N	Tony	899
0	999 m^3	0.5255	San Diego	Fresno	Eriq	0.4343	437	143	451 N	Fabrice	139
0	1023 m^3	0.7411	Anaheim	Fresno	Eriq	0.5863	366	271	1005 N	Andrew	235
3	687 m^3	0.3889	Fremont	Oakland, Long Beach	Vani	0.7695	1031	405	527 N	Chris	323
4	141 m^3	0.7265	Fresno	Riverside	Tony	0.0174	374	786	315 N	Michael	952
2	724 m^3	0.8778	Santa Clarita	Santa Ana, Sacramento, Fremont	fABRICE	0.6898	463	-17	893 N	Lise	914
4	108 m^3	0.6054	San Bernardino	Riverside	Chris	0.1388	417	610	49 N	Tony	879
4	216 m^3	0.9787	Fresno	Los Angeles	Chris	0.147	652	734	90 N	Michael	671
2	788 m^3	0.758	Santa Ana	Irvine, Sacramento	Reilly	0.4392	-4	-63	n/a	Lise	804
2	767 m^3	0.7902	Santa Ana	N/A	Reilly	0.7319	229	113	879 N	Lise	885
4	268 m^3	0.8452	Fresno	Irvine, Sacramento	Tony	0.1055	573	518	130 N	Michael	834
3	660 m^3	0.2519	Irvine	Stockton	Vani	1.0143	872	218	707 N	Chris	390
3	492 m^3	0.448	Fremont	Santa Clarita, Modesto, San Diego, Anaheim	Lise	0.9262	624	149	515 N	Chris	180
3	626 m^3	0.1782	Fremont	Chula Vista, San Bernardino, Long Beach, Oakland	Vani	0.9536	513	489	516 N	Chris	39
1	42 m^3	0.0971	Bakersfield	Modesto, Bakersfield	Andrew	0.7297	679	670	453 N	Inan	356
2	911 m^3	0.8142	Santa Clarita	Irvine	Fabrice	0.8288	127	-112	858 N	Lise	1059
